pH,Turbidity,Chlorine,Dissolved Oxygen,Temperature,Potability
8.14,4.78,0.63,7.6,0,TRUE
8.46,4.06,0.81,7.14,50,TRUE
8.94,4.96,0.67,6.66,50,TRUE
7.7,1.44,0.78,7.14,50,TRUE
7.94,1.99,0.7,7.33,50,TRUE
8.52,3.9,0.93,7.67,50,TRUE
7.36,2.99,0.53,7.12,50,TRUE
7.58,3.62,0.73,7.25,50,TRUE
7.95,2.15,0.69,6.98,0,TRUE
7.21,1.27,0.76,6.92,50,TRUE
6.93,3.92,3.68,7.99,50,FALSE
6.98,1.16,0.95,7.14,25,TRUE
8.08,3.12,0.59,7.67,25,TRUE
7.79,3.38,0.75,7.15,50,TRUE
8.71,3.76,0.77,6.54,50,TRUE
7.81,1.19,0.78,6.89,0,TRUE
7.79,1.78,0.94,6.97,25,TRUE
7.68,2.55,0.85,7.94,50,TRUE
7.98,2.09,0.7,6.81,0,TRUE
6.59,3.37,0.76,6.98,25,TRUE
7.81,3.85,0.66,7.55,25,TRUE
7.72,3.93,0.94,7.14,50,TRUE
7.98,3.16,0.64,6.83,0,TRUE
7.67,13.95,0.81,7.26,0,FALSE
6.25,4.31,0.88,7.23,25,TRUE
8.51,4.19,0.85,7.79,50,TRUE
8.79,2.66,0.77,6.88,50,TRUE
6.81,1.52,0.97,7.39,25,TRUE
6.57,1.96,0.96,7.0,0,TRUE
6.97,3.91,0.9,7.29,25,TRUE
7.98,3.89,0.94,7.95,25,TRUE
7.02,1.59,0.93,7.32,0,TRUE
7.49,2.47,0.83,7.12,25,TRUE
7.3,2.39,0.88,6.57,50,TRUE
7.18,1.62,0.56,7.81,0,TRUE
8.24,4.54,0.64,7.62,0,TRUE
7.82,4.05,13.61,7.52,0,FALSE
8.0,4.6,0.85,6.98,50,TRUE
7.78,1.15,0.88,7.16,50,TRUE
6.54,2.37,0.74,7.54,25,TRUE
6.75,1.93,0.53,7.93,25,TRUE
8.57,1.96,0.59,7.18,50,TRUE
8.43,3.88,0.74,6.8,0,TRUE
8.25,4.85,0.74,6.71,50,TRUE
6.43,4.14,0.77,7.71,25,TRUE
8.86,1.51,0.71,7.29,50,TRUE
8.56,4.05,0.67,7.03,50,TRUE
8.3,4.78,0.74,7.53,0,TRUE
7.11,2.07,0.8,7.57,50,TRUE
6.58,15.77,0.63,6.5,50,FALSE
7.4,4.41,0.87,7.12,0,TRUE
6.42,4.13,0.95,6.91,25,TRUE
6.13,3.17,0.71,7.22,25,TRUE
7.26,4.59,0.96,7.14,50,TRUE
6.53,3.53,1.0,7.93,25,TRUE
7.44,2.64,0.85,6.71,0,TRUE
7.88,1.12,0.6,6.86,50,TRUE
7.09,2.63,0.65,7.62,25,TRUE
6.55,1.48,0.78,7.12,0,TRUE
7.67,2.84,0.71,6.81,25,TRUE
7.29,3.01,0.68,7.72,50,TRUE
6.75,1.74,0.94,7.89,25,TRUE
6.68,1.42,0.54,10.89,50,FALSE
8.01,2.76,0.94,7.45,0,TRUE
8.22,4.48,0.87,7.89,50,TRUE
7.21,3.79,0.56,7.76,25,TRUE
8.07,2.8,0.98,6.54,0,TRUE
7.63,4.14,0.94,7.37,0,TRUE
8.95,3.8,0.79,6.85,50,TRUE
7.4,3.1,0.53,6.62,25,TRUE
6.91,3.84,0.89,7.71,25,TRUE
7.04,1.18,0.77,6.8,50,TRUE
7.22,3.9,0.81,7.22,50,TRUE
6.84,3.02,0.92,7.85,25,TRUE
6.6,2.28,0.63,7.04,25,TRUE
6.63,12.56,0.87,6.75,0,FALSE
7.86,3.37,0.8,7.32,50,TRUE
7.16,2.65,0.56,6.55,0,TRUE
7.81,5.0,0.65,7.33,50,TRUE
7.37,2.53,0.71,7.14,25,TRUE
7.92,3.94,0.77,7.95,25,TRUE
7.19,3.5,0.52,7.89,0,TRUE
7.74,3.91,0.57,7.4,50,TRUE
8.41,2.06,0.79,7.54,50,TRUE
7.39,4.25,0.62,7.57,50,TRUE
7.87,3.89,0.95,7.85,0,TRUE
7.5,2.1,0.92,7.2,25,TRUE
6.73,2.03,0.74,7.42,25,TRUE
6.6,3.95,19.2,7.2,50,FALSE
6.18,3.78,0.76,7.33,25,TRUE
8.68,1.85,0.77,6.97,50,TRUE
7.04,1.94,0.65,7.97,0,TRUE
6.69,3.39,0.71,7.34,0,TRUE
8.93,3.14,0.84,6.89,50,TRUE
7.34,2.75,0.85,7.92,0,TRUE
7.0,3.57,0.79,7.04,50,TRUE
7.02,4.54,0.69,7.88,50,TRUE
6.54,2.16,0.51,7.8,25,TRUE
8.09,4.38,0.69,7.07,50,TRUE
6.54,1.08,0.83,6.84,25,TRUE
8.34,1.36,0.72,7.39,0,TRUE
7.97,4.54,0.96,13.99,50,FALSE
6.82,2.33,0.66,7.83,25,TRUE
6.42,3.44,0.93,6.88,25,TRUE
6.36,1.81,0.58,7.47,25,TRUE
7.42,3.84,0.86,6.97,50,TRUE
8.13,2.15,0.9,6.88,50,TRUE
8.73,2.53,0.92,6.82,50,TRUE
7.93,1.93,0.89,7.57,25,TRUE
7.34,4.74,0.88,7.83,50,TRUE
6.29,3.82,0.91,7.42,25,TRUE
7.19,1.14,0.76,7.65,50,TRUE
7.85,2.85,0.86,7.3,25,TRUE
7.41,1.12,0.78,7.24,0,TRUE
9.92,1.81,0.56,7.2,0,FALSE
6.98,4.58,0.68,6.59,25,TRUE
7.69,4.0,0.94,6.91,0,TRUE
8.48,3.44,0.74,6.65,50,TRUE
8.0,4.52,0.82,6.92,0,TRUE
7.71,3.48,0.76,6.63,0,TRUE
7.89,1.04,1.0,7.41,50,TRUE
7.37,1.32,0.72,7.75,50,TRUE
8.05,3.02,0.97,6.51,0,TRUE
7.98,2.96,0.9,7.43,0,TRUE
7.01,4.05,0.66,7.87,50,TRUE
7.49,3.11,0.73,7.55,50,TRUE
8.58,4.6,0.67,7.14,50,TRUE
7.75,2.1,16.62,7.3,50,FALSE
7.57,3.68,0.94,6.92,50,TRUE
8.07,2.84,0.84,7.82,0,TRUE
8.03,2.6,0.93,6.97,0,TRUE
7.46,4.69,0.72,6.59,0,TRUE
8.56,2.21,0.99,7.57,50,TRUE
6.75,2.17,0.62,7.59,0,TRUE
7.61,3.53,0.83,7.15,0,TRUE
7.35,2.51,0.99,7.94,0,TRUE
7.58,4.38,0.51,6.98,25,TRUE
7.08,3.15,0.96,6.57,50,TRUE
7.16,4.1,0.72,7.65,50,TRUE
6.75,1.91,0.9,6.91,25,TRUE
7.17,4.18,0.71,14.54,0,FALSE
7.18,3.83,0.94,6.65,25,TRUE
7.73,4.24,0.65,6.81,50,TRUE
7.56,1.79,0.56,6.65,25,TRUE
7.55,4.46,0.84,6.9,25,TRUE
8.46,1.26,0.83,6.77,0,TRUE
7.23,2.15,0.56,7.83,0,TRUE
7.26,3.94,0.53,6.89,25,TRUE
8.87,3.27,0.65,7.77,50,TRUE
7.47,3.16,0.63,7.46,0,TRUE
7.27,2.34,0.91,7.31,50,TRUE
8.67,2.0,0.76,6.52,50,TRUE
7.51,1.77,0.94,7.48,0,TRUE
7.73,2.1,0.67,6.96,50,FALSE
7.62,1.05,0.74,7.86,50,TRUE
8.65,3.11,0.67,7.33,50,TRUE
7.35,1.53,0.84,7.54,50,TRUE
8.47,2.89,0.91,7.6,0,TRUE
8.25,3.97,0.92,6.59,0,TRUE
6.94,2.72,0.93,6.63,25,TRUE
8.25,3.6,0.88,7.07,50,TRUE
7.25,2.05,0.86,7.86,0,TRUE
6.75,1.05,0.51,6.68,25,TRUE
7.83,1.4,0.99,7.57,0,TRUE
7.97,4.33,0.78,6.61,50,TRUE
6.94,1.63,0.87,6.58,0,TRUE
7.06,4.88,0.97,7.12,50,FALSE
6.97,1.37,0.56,7.66,0,TRUE
6.63,1.36,0.77,6.81,25,TRUE
6.81,1.92,0.9,6.51,0,TRUE
8.52,3.45,0.98,7.94,50,TRUE
7.13,1.26,0.69,6.67,25,TRUE
7.1,4.75,0.77,7.27,25,TRUE
7.36,3.56,0.77,7.61,25,TRUE
7.48,2.05,0.57,6.66,25,TRUE
8.4,4.35,0.94,7.08,50,TRUE
8.2,4.84,0.65,6.76,0,TRUE
7.66,2.13,0.7,7.86,0,TRUE
7.52,4.7,0.98,6.82,25,TRUE
7.88,9.25,0.93,6.91,50,FALSE
6.68,2.22,0.78,7.12,25,TRUE
7.31,1.36,0.97,6.92,50,TRUE
7.42,4.44,0.86,7.72,50,TRUE
8.05,2.39,0.8,6.82,25,TRUE
8.21,3.24,0.76,7.01,0,TRUE
7.35,2.65,0.69,7.3,0,TRUE
6.56,1.9,0.89,7.06,0,TRUE
7.01,1.48,0.75,7.91,25,TRUE
7.62,2.89,0.67,7.88,0,TRUE
7.23,4.59,0.55,7.19,25,TRUE
7.87,2.65,0.81,7.81,50,TRUE
8.62,4.76,0.96,7.74,50,TRUE
12.18,4.55,0.51,7.9,50,FALSE
6.81,3.13,0.96,7.2,0,TRUE
6.64,1.59,0.87,6.54,25,TRUE
7.05,4.6,0.93,7.81,0,TRUE
8.02,2.42,0.51,6.56,25,TRUE
8.4,1.17,0.61,7.68,0,TRUE
7.54,2.72,0.76,7.02,50,TRUE
7.7,3.45,0.57,7.58,0,TRUE
6.55,1.16,0.51,7.48,25,TRUE
8.86,1.37,1.0,7.97,50,TRUE
7.98,1.26,0.66,7.7,25,TRUE
7.59,3.92,0.62,7.2,0,TRUE
7.15,1.4,0.65,7.2,25,TRUE
10.9,2.23,0.92,6.93,25,FALSE
6.98,4.21,0.78,6.59,50,TRUE
7.17,1.51,0.6,7.32,25,TRUE
7.22,2.84,0.66,6.8,25,TRUE
7.01,1.22,0.69,6.77,50,TRUE
6.85,1.79,0.54,7.02,25,TRUE
8.2,3.08,0.96,6.75,50,TRUE
6.86,3.19,0.85,6.91,0,TRUE
6.37,1.23,0.62,7.8,25,TRUE
7.1,4.64,0.64,7.68,25,TRUE
8.43,2.29,0.96,7.96,0,TRUE
7.07,4.57,0.9,7.56,0,TRUE
6.88,2.51,0.5,6.63,25,TRUE
7.4,8.8,0.58,6.68,25,FALSE
7.67,3.74,0.8,7.91,0,TRUE
8.49,3.57,0.65,7.58,50,TRUE
6.78,1.94,0.8,6.57,0,TRUE
7.88,4.39,0.88,7.84,0,TRUE
7.85,4.19,0.71,7.31,0,TRUE
8.53,3.27,0.73,7.38,50,TRUE
8.44,1.6,0.92,7.35,50,TRUE
7.45,1.45,0.86,6.97,25,TRUE
8.02,4.62,0.92,7.06,25,TRUE
8.2,3.12,0.84,7.27,0,TRUE
6.34,4.58,0.83,7.84,25,TRUE
8.85,2.61,0.79,7.87,50,TRUE
9.53,3.08,0.98,7.8,0,FALSE
6.98,2.62,0.52,8.0,25,TRUE
7.08,2.94,0.78,6.92,25,TRUE
7.59,1.54,0.51,6.59,25,TRUE
6.26,2.08,0.84,7.64,25,TRUE
8.31,2.4,0.66,6.94,0,TRUE
7.03,1.58,0.91,6.69,0,TRUE
6.59,2.13,0.81,7.58,0,TRUE
6.95,4.23,0.71,7.81,0,TRUE
6.65,2.98,0.58,7.87,25,TRUE
7.18,4.41,0.69,7.97,0,TRUE
7.64,4.84,0.65,7.74,0,TRUE
7.53,4.18,0.58,7.96,0,TRUE
7.51,1.05,0.98,7.26,0,FALSE
7.18,1.58,0.54,6.52,0,TRUE
8.13,2.95,0.91,7.55,0,TRUE
8.44,1.33,0.64,7.68,50,TRUE
7.66,4.95,0.57,7.7,0,TRUE
6.63,3.62,0.77,6.67,0,TRUE
8.6,3.27,0.97,6.97,50,TRUE
8.54,2.09,0.65,7.43,50,TRUE
7.65,3.47,0.79,7.88,25,TRUE
6.89,2.01,0.97,7.63,0,TRUE
6.89,3.35,0.57,7.18,0,TRUE
8.1,3.19,0.63,6.76,25,TRUE
6.62,4.38,0.69,7.93,0,TRUE
7.68,3.5,0.81,7.28,25,FALSE
8.34,3.75,0.69,7.25,0,TRUE
8.59,4.62,0.67,7.29,50,TRUE
7.88,2.12,0.61,7.58,25,TRUE
7.7,4.31,0.71,6.54,50,TRUE
7.9,2.56,0.81,7.85,0,TRUE
8.96,4.77,0.64,6.67,50,TRUE
8.12,1.76,0.67,6.68,0,TRUE
7.28,3.29,0.77,7.12,50,TRUE
6.55,1.87,0.63,7.11,25,TRUE
7.69,1.25,0.86,6.83,50,TRUE
6.72,3.98,0.87,6.53,0,TRUE
8.44,2.86,0.78,6.53,50,TRUE
6.51,2.74,7.59,7.31,0,FALSE
8.25,3.02,0.58,7.65,0,TRUE
7.92,4.02,0.65,7.44,25,TRUE
7.5,4.65,0.96,7.04,0,TRUE
7.35,4.65,0.57,6.93,0,TRUE
6.53,2.42,0.54,7.01,0,TRUE
6.53,2.29,0.93,6.78,25,TRUE
6.4,4.63,0.83,6.97,25,TRUE
7.5,2.33,0.64,7.88,25,TRUE
8.68,4.91,0.55,6.95,50,TRUE
7.63,2.93,0.65,7.54,0,TRUE
7.71,4.88,0.94,7.25,0,TRUE
7.7,4.24,0.6,7.53,50,TRUE
6.95,3.58,0.72,16.84,0,FALSE
6.83,4.28,0.92,6.7,0,TRUE
7.54,1.51,0.75,7.02,0,TRUE
7.6,4.43,0.62,8.0,25,TRUE
8.57,2.33,0.5,7.81,50,TRUE
8.95,2.89,0.85,7.78,50,TRUE
7.54,2.21,0.75,6.75,25,TRUE
7.41,2.96,0.9,7.88,50,TRUE
8.22,3.2,0.59,6.93,50,TRUE
7.96,1.24,0.88,6.74,0,TRUE
7.35,1.79,0.56,6.77,50,TRUE
6.69,4.84,0.63,7.43,25,TRUE
6.89,2.59,0.98,7.78,0,TRUE
12.75,2.45,0.75,7.68,0,FALSE
8.33,1.02,0.71,6.82,0,TRUE
7.13,4.05,0.68,7.18,25,TRUE
6.78,4.41,0.87,6.66,0,TRUE
7.05,2.63,0.85,7.43,25,TRUE
8.02,4.85,0.56,7.69,50,TRUE
6.96,2.08,0.62,7.83,0,TRUE
8.35,4.61,0.61,7.49,50,TRUE
7.07,1.77,0.75,7.83,25,TRUE
7.79,4.86,0.72,7.56,50,TRUE
8.5,1.13,0.53,7.67,0,TRUE
8.94,2.53,0.6,6.6,50,TRUE
6.61,2.77,0.91,7.75,25,TRUE
7.72,15.33,0.84,8.0,50,FALSE
6.29,3.19,0.82,7.69,25,TRUE
7.7,2.4,0.63,7.94,0,TRUE
7.89,1.03,0.61,6.94,25,TRUE
6.97,2.96,0.89,7.83,25,TRUE
7.43,2.71,0.57,7.87,50,TRUE
6.23,4.56,0.69,7.47,25,TRUE
6.5,2.81,0.52,7.92,25,TRUE
6.34,2.35,0.77,7.69,25,TRUE
7.06,2.26,0.79,7.52,50,TRUE
7.95,4.61,0.55,6.9,25,TRUE
7.18,4.51,0.79,7.71,25,TRUE
7.96,4.65,0.78,6.75,50,TRUE
12.09,4.55,0.89,7.27,25,FALSE
7.94,4.55,0.82,7.85,25,TRUE
8.39,2.91,0.5,7.44,50,TRUE
7.33,3.94,0.98,6.63,25,TRUE
7.31,2.31,0.88,6.66,50,TRUE
6.1,1.93,0.98,7.17,25,TRUE
6.27,1.45,0.94,6.95,25,TRUE
7.79,2.6,0.72,7.3,0,TRUE
8.79,1.84,0.63,6.69,50,TRUE
7.04,3.49,0.68,7.07,0,TRUE
7.95,4.56,0.87,7.92,0,TRUE
6.61,1.3,0.93,7.29,25,TRUE
7.9,2.05,0.76,6.54,25,TRUE
7.3,17.27,0.63,6.64,25,FALSE
7.57,1.66,0.68,6.82,50,TRUE
6.33,2.47,0.88,7.66,25,TRUE
7.02,2.14,0.6,7.5,0,TRUE
6.78,4.23,0.86,7.93,0,TRUE
6.31,3.45,0.62,7.75,25,TRUE
7.16,1.89,0.63,6.73,25,TRUE
6.39,2.45,0.88,7.8,25,TRUE
7.26,3.21,0.75,7.32,25,TRUE
7.51,2.13,0.63,7.89,25,TRUE
8.36,1.33,0.59,7.11,0,TRUE
7.24,4.28,0.75,7.69,50,TRUE
8.02,2.74,0.73,6.97,50,TRUE
7.11,3.98,0.73,6.89,25,FALSE
8.93,3.94,0.94,6.64,50,TRUE
8.42,4.66,0.74,7.5,50,TRUE
6.54,1.07,0.97,7.12,25,TRUE
7.31,2.82,0.62,7.55,25,TRUE
7.26,4.39,0.95,7.41,25,TRUE
6.63,4.31,0.81,7.22,0,TRUE
7.6,1.69,0.94,7.11,25,TRUE
7.37,4.12,0.7,6.52,50,TRUE
6.5,4.6,0.97,7.51,0,TRUE
7.09,1.18,0.89,6.89,0,TRUE
7.78,3.61,0.94,7.48,50,TRUE
7.22,1.14,0.9,6.82,25,TRUE
6.77,4.48,0.8,16.82,50,FALSE
7.36,4.72,0.72,7.45,0,TRUE
8.03,2.24,0.99,7.69,0,TRUE
7.89,1.56,0.58,6.87,0,TRUE
7.49,4.63,0.85,7.48,0,TRUE
7.96,3.65,0.64,6.71,50,TRUE
6.84,1.82,0.99,7.22,0,TRUE
7.8,3.24,0.52,7.92,25,TRUE
6.99,2.87,0.76,7.38,50,TRUE
8.72,3.64,0.71,7.24,50,TRUE
7.0,4.34,0.62,6.83,50,TRUE
7.93,1.81,1.0,7.8,25,TRUE
7.41,2.55,0.51,7.31,0,TRUE
7.55,11.53,0.8,7.94,50,FALSE
6.4,3.41,0.96,6.8,25,TRUE
7.4,2.78,0.9,6.59,0,TRUE
6.49,4.99,0.52,6.88,25,TRUE
7.59,4.23,0.8,7.62,0,TRUE
7.69,3.13,0.95,7.56,50,TRUE
7.39,2.33,0.65,7.66,25,TRUE
8.31,4.88,0.86,6.89,0,TRUE
7.45,2.12,0.7,7.61,0,TRUE
6.27,2.88,0.84,6.67,25,TRUE
6.55,3.83,0.68,6.75,25,TRUE
7.85,1.26,0.57,7.44,0,TRUE
6.51,2.24,0.56,6.89,25,TRUE
7.32,18.85,0.84,6.58,50,FALSE
7.06,2.78,0.51,7.14,0,TRUE
7.83,4.03,0.53,7.59,50,TRUE
7.54,4.88,0.58,6.53,0,TRUE
6.96,1.33,0.63,6.97,25,TRUE
7.49,3.97,0.79,7.93,50,TRUE
8.59,2.36,0.85,6.63,50,TRUE
7.6,4.1,0.99,7.73,0,TRUE
7.76,3.16,0.82,7.53,0,TRUE
8.55,2.18,0.82,7.51,50,TRUE
8.39,3.68,0.5,6.69,50,TRUE
6.17,3.43,0.55,7.91,25,TRUE
7.28,2.47,0.57,6.75,50,TRUE
9.73,1.62,0.78,7.08,0,FALSE
6.86,1.4,0.85,7.93,0,TRUE
7.25,2.14,0.81,7.4,0,TRUE
7.4,3.76,1.0,6.69,50,TRUE
8.07,3.79,0.71,7.9,0,TRUE
7.85,1.26,1.0,7.14,25,TRUE
8.0,1.65,0.79,6.88,50,TRUE
7.64,1.85,0.72,6.57,50,TRUE
6.57,2.87,0.8,7.61,0,TRUE
7.75,3.11,0.61,7.52,50,TRUE
8.93,4.47,0.88,7.79,50,TRUE
6.94,2.15,0.6,7.36,0,TRUE
8.87,4.5,0.67,7.97,50,TRUE
6.85,4.2,11.91,7.35,50,FALSE
8.45,2.41,0.99,7.27,0,TRUE
7.89,4.39,0.73,7.03,25,TRUE
7.25,4.47,0.91,6.88,50,TRUE
6.57,2.81,0.93,7.76,25,TRUE
8.02,4.7,0.61,6.84,50,TRUE
6.63,4.28,0.6,7.83,0,TRUE
7.09,1.51,0.91,7.0,50,TRUE
7.76,1.11,0.78,6.7,25,TRUE
7.28,2.28,0.96,7.8,25,TRUE
6.89,3.76,0.51,7.68,0,TRUE
7.86,3.83,0.61,7.75,50,TRUE
7.05,3.2,0.73,7.23,0,TRUE
7.17,2.53,0.94,16.13,50,FALSE
7.6,1.89,0.75,6.9,50,TRUE
8.1,3.94,0.56,7.27,50,TRUE
8.07,4.72,0.68,7.21,25,TRUE
6.6,4.63,0.67,6.51,0,TRUE
8.33,2.14,0.71,6.85,0,TRUE
8.19,2.56,0.75,7.65,0,TRUE
8.05,2.34,0.99,7.34,25,TRUE
8.62,2.08,0.66,7.85,50,TRUE
8.32,1.6,0.55,7.02,50,TRUE
6.44,3.19,0.86,7.7,25,TRUE
7.07,4.93,0.57,7.63,50,TRUE
7.15,3.3,0.84,7.77,50,TRUE
6.99,7.07,0.74,7.98,0,FALSE
8.09,1.19,0.51,6.6,0,TRUE
8.95,2.83,0.78,7.15,50,TRUE
6.68,3.71,0.93,7.48,25,TRUE
8.85,4.24,0.65,6.51,50,TRUE
7.94,1.59,0.51,7.24,25,TRUE
7.83,4.23,0.8,6.78,50,TRUE
7.57,2.0,0.63,6.82,0,TRUE
7.33,1.65,0.74,7.41,25,TRUE
8.06,4.47,0.57,7.1,50,TRUE
7.19,1.5,0.87,7.51,25,TRUE
8.84,3.93,0.75,6.98,50,TRUE
7.77,4.33,0.68,7.38,50,TRUE
7.59,1.87,0.66,14.12,50,FALSE
8.33,4.51,0.83,7.23,50,TRUE
7.04,1.4,0.92,6.71,50,TRUE
8.62,2.68,0.52,6.96,50,TRUE
6.71,4.32,0.67,6.68,25,TRUE
7.74,4.81,0.64,6.9,50,TRUE
7.0,3.91,0.69,7.47,50,TRUE
8.84,4.27,0.66,6.92,50,TRUE
6.9,4.76,0.79,6.72,0,TRUE
7.62,3.78,0.71,7.9,50,TRUE
7.04,3.23,0.82,7.06,25,TRUE
8.77,2.57,0.64,6.54,50,TRUE
7.82,3.08,0.85,7.62,0,TRUE
7.21,2.75,3.16,6.52,25,FALSE
7.6,3.15,0.68,7.49,0,TRUE
7.13,4.95,0.76,6.57,50,TRUE
8.84,3.22,0.71,7.08,50,TRUE
8.22,3.95,0.94,7.06,50,TRUE
7.62,2.04,0.95,6.86,50,TRUE
8.02,1.49,0.82,7.99,50,TRUE
7.88,4.47,0.72,7.94,25,TRUE
7.8,1.98,0.76,7.47,50,TRUE
7.27,1.29,0.6,6.89,50,TRUE
8.5,1.82,0.6,7.32,0,TRUE
8.82,2.73,0.74,7.7,50,TRUE
7.5,4.92,0.79,7.73,50,TRUE
12.2,1.18,0.68,6.79,25,FALSE
7.88,3.43,0.82,7.57,50,TRUE
7.53,4.04,0.59,6.92,50,TRUE
8.36,1.12,0.95,7.5,0,TRUE
8.5,1.64,0.86,7.92,50,TRUE
7.91,2.41,0.72,6.82,50,TRUE
8.68,1.25,0.61,7.02,50,TRUE
6.74,1.09,0.54,6.89,0,TRUE
7.45,2.25,0.66,7.19,50,TRUE
8.43,4.74,0.7,6.93,50,TRUE
6.76,4.19,0.83,7.32,25,TRUE
7.97,1.6,0.6,7.55,50,TRUE
7.88,2.08,0.99,6.9,50,TRUE
6.91,1.42,6.4,7.12,0,FALSE
6.28,4.95,0.81,7.37,25,TRUE
7.9,1.69,0.7,6.7,25,TRUE
6.63,3.78,0.8,7.83,0,TRUE
7.24,1.03,0.88,7.95,25,TRUE
7.97,4.09,0.76,6.54,25,TRUE
8.88,3.72,0.61,6.57,50,TRUE
7.38,4.06,0.57,6.86,25,TRUE
7.94,4.87,0.57,6.77,25,TRUE
7.01,4.93,0.62,7.79,0,TRUE
7.53,1.29,0.9,7.86,25,TRUE
6.63,4.24,0.63,7.56,25,TRUE
7.13,2.46,0.64,7.18,25,TRUE
6.5,17.09,0.82,7.79,50,FALSE
6.69,1.56,0.94,7.8,25,TRUE
8.77,1.21,0.81,7.2,50,TRUE
7.93,1.1,0.85,7.48,50,TRUE
7.36,4.22,0.9,7.26,50,TRUE
7.47,4.61,0.78,6.8,0,TRUE
6.23,2.08,0.94,7.26,25,TRUE
7.22,3.95,0.78,7.81,50,TRUE
7.54,1.27,0.96,7.0,25,TRUE
7.74,2.94,0.55,7.74,50,TRUE
8.69,1.81,0.82,7.93,50,TRUE
7.93,1.66,0.91,7.14,50,TRUE
8.21,4.5,0.86,6.64,50,TRUE
7.73,2.2,0.6,7.83,25,FALSE
6.76,4.02,0.6,6.84,25,TRUE
7.56,3.06,0.86,7.24,50,TRUE
8.18,2.09,0.56,7.98,50,TRUE
6.56,4.22,0.88,7.11,0,TRUE
7.9,2.34,0.94,7.22,0,TRUE
7.27,3.58,0.79,6.89,50,TRUE
7.5,4.61,0.85,7.06,25,TRUE
7.28,3.02,0.96,7.82,25,TRUE
7.65,4.06,0.78,6.84,0,TRUE
7.19,1.42,0.9,7.46,0,TRUE
7.76,2.81,0.87,7.26,0,TRUE
7.64,1.38,0.63,7.04,0,TRUE
6.69,1.5,0.89,11.41,0,FALSE
8.17,1.94,0.72,7.22,50,TRUE
6.9,3.94,0.54,7.94,0,TRUE
8.46,2.91,0.78,6.52,0,TRUE
6.95,1.77,0.6,6.58,0,TRUE
8.07,4.21,0.72,6.59,25,TRUE
6.68,4.98,0.8,6.79,25,TRUE
6.79,3.04,0.72,7.81,25,TRUE
7.92,3.38,0.55,7.97,0,TRUE
7.2,4.91,0.69,7.7,50,TRUE
6.14,2.47,0.82,7.86,25,TRUE
6.53,1.93,0.56,6.67,25,TRUE
7.71,2.37,0.51,6.75,0,TRUE
6.95,3.58,0.55,6.84,50,FALSE
8.13,4.41,0.91,6.75,0,TRUE
7.11,2.21,0.63,7.33,50,TRUE
6.18,3.97,0.65,7.35,25,TRUE
7.87,1.53,0.71,7.39,25,TRUE
7.32,2.12,0.9,6.9,25,TRUE
8.2,2.89,0.65,7.36,50,TRUE
7.57,3.11,0.54,6.99,25,TRUE
8.42,4.44,0.91,7.15,0,TRUE
8.05,4.76,0.75,7.75,0,TRUE
8.11,4.55,0.88,6.96,50,TRUE
7.29,3.54,0.58,6.68,50,TRUE
7.97,1.58,0.56,6.63,50,TRUE
7.25,17.16,0.82,6.61,50,FALSE
7.71,3.3,0.8,6.93,0,TRUE
8.32,1.01,0.94,6.57,50,TRUE
8.12,4.54,0.61,7.19,50,TRUE
8.34,3.77,0.62,7.0,0,TRUE
7.05,4.88,0.92,7.16,25,TRUE
6.25,1.62,0.65,6.91,25,TRUE
7.9,4.15,0.52,7.37,25,TRUE
6.98,4.92,0.5,7.07,0,TRUE
7.0,4.71,0.77,6.85,50,TRUE
6.96,2.86,0.84,7.88,25,TRUE
6.62,1.41,0.56,7.52,25,TRUE
7.86,1.02,0.67,7.01,0,TRUE
11.5,1.2,0.99,6.88,0,FALSE
8.02,4.76,0.95,7.94,0,TRUE
8.07,2.39,0.99,7.65,0,TRUE
8.78,4.05,0.77,6.79,50,TRUE
6.37,3.44,0.59,7.1,25,TRUE
8.15,1.06,0.99,7.86,50,TRUE
7.0,2.2,1.0,6.62,0,TRUE
7.1,3.27,0.96,6.97,50,TRUE
8.09,3.05,0.69,6.88,0,TRUE
6.17,1.53,0.55,7.52,25,TRUE
8.23,3.61,0.86,6.52,50,TRUE
8.05,1.74,0.52,7.07,50,TRUE
7.86,2.61,0.85,7.22,25,TRUE
7.56,12.4,0.78,6.77,50,FALSE
7.37,4.45,0.88,7.49,25,TRUE
7.03,4.23,0.64,7.82,25,TRUE
7.81,3.58,0.71,7.9,50,TRUE
6.2,2.47,0.86,6.64,25,TRUE
8.9,1.79,0.66,7.05,50,TRUE
6.68,1.7,0.8,6.71,25,TRUE
8.14,3.72,0.54,7.79,0,TRUE
6.58,2.34,0.65,6.59,25,TRUE
6.87,1.5,0.87,6.81,0,TRUE
7.79,2.67,0.51,7.58,50,TRUE
7.59,3.75,0.87,7.44,50,TRUE
7.66,1.04,0.55,7.46,25,TRUE
7.12,4.84,0.64,19.45,0,FALSE
6.81,2.91,0.8,6.72,25,TRUE
7.55,2.34,0.95,6.65,50,TRUE
6.42,2.96,0.59,6.86,25,TRUE
8.5,4.28,0.89,7.68,50,TRUE
6.9,1.99,0.5,7.91,25,TRUE
7.73,2.36,0.91,7.85,0,TRUE
8.43,2.51,0.96,7.84,0,TRUE
6.73,4.31,0.94,7.95,25,TRUE
6.99,4.7,0.97,7.13,50,TRUE
7.0,1.39,0.57,7.13,0,TRUE
8.5,4.14,0.99,6.67,0,TRUE
